中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,303 Mbps,38809 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:311,US,Los Angeles,隧道,17 ms,70 Mbps,9087 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,1016 Mbps,130048 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,39 ms,57 Mbps,7309 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,29 ms,344 Mbps,44032 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,31 ms,644 Mbps,82534 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,697 Mbps,89292 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,634 Mbps,81203 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,60 ms,560 Mbps,71680 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,37 ms,1096 Mbps,140288 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,171 ms,105 Mbps,13516 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,42 ms,848 Mbps,108544 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,17 ms,1000 Mbps,128000 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,63 ms,346 Mbps,44339 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,45 ms,1016 Mbps,130048 kB/s
192.18.134.28,443,2a09:bac1:7680:1cf0::4:2e6,US,San Jose,隧道,121 ms,54 Mbps,7005 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,48 ms,270 Mbps,34611 kB/s
