中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,9 ms,668 Mbps,85504 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,600 Mbps,76800 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,35 Mbps,4503 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,1 ms,1320 Mbps,168960 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,70 ms,305 Mbps,39116 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,286 Mbps,36659 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,236 Mbps,30310 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,232 Mbps,29798 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,204 Mbps,26112 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,71 ms,239 Mbps,30617 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,66 ms,290 Mbps,37171 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,285 Mbps,36556 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,338 Mbps,43315 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,71 ms,265 Mbps,33996 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,193 Mbps,24780 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,232 Mbps,29696 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,46 Mbps,6001 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,47 Mbps,6074 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,285 Mbps,36556 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,232 Mbps,29798 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,42 Mbps,5402 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,228 Mbps,29286 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,174 ms,36 Mbps,4693 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,178 ms,104 Mbps,13414 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,183 ms,34 Mbps,4428 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,181 ms,3 Mbps,391 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,36 Mbps,4612 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,232 ms,2 Mbps,295 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,213 ms,61 Mbps,7834 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,30 Mbps,3871 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,246 ms,29 Mbps,3756 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,233 ms,38 Mbps,4979 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,262 ms,62 Mbps,7968 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,8 Mbps,1078 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,0 ms,0 Mbps,6 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,221 ms,0 Mbps,1 kB/s
