中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,404 Mbps,51814 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,340 Mbps,43520 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,11 ms,1 Mbps,166 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,53 ms,114 Mbps,14643 kB/s
35.197.23.75,443,34.145.46.165,US,Seattle,隧道,21 ms,880 Mbps,112640 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,29 ms,684 Mbps,87654 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,33 ms,1216 Mbps,155648 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,41 ms,294 Mbps,37683 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,6 ms,759 Mbps,97177 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,1552 Mbps,198656 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,33 ms,1120 Mbps,143360 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,20 ms,71 Mbps,9143 kB/s
150.136.241.40,443,150.136.241.40,,colo.txt:Ashburn,中转,0 ms,245 Mbps,31436 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,4 ms,1488 Mbps,190464 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,68 ms,1456 Mbps,186368 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,73 ms,230 Mbps,29491 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,40 ms,513 Mbps,65740 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,112 ms,679 Mbps,86937 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,104 Mbps,13414 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,36 Mbps,4685 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,99 Mbps,12697 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,65 ms,18 Mbps,2304 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,43 Mbps,5612 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,4 ms,638 Mbps,81715 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,35 ms,888 Mbps,113664 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,112 Mbps,14336 kB/s
35.230.79.26,443,34.145.46.165,US,Seattle,隧道,41 ms,808 Mbps,103424 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,340 Mbps,43520 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:8d,US,Los Angeles,隧道,19 ms,65 Mbps,8357 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,337 Mbps,43212 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,155 ms,112 Mbps,14438 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,79 ms,96 Mbps,12390 kB/s
143.47.238.54,443,98.98.156.26,AE,Frankfurt,隧道,154 ms,112 Mbps,14336 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,255 ms,86 Mbps,11059 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,178 ms,35 Mbps,4554 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,172 ms,65 Mbps,8328 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,153 ms,100 Mbps,12800 kB/s
47.91.65.39,443,2606:f240:f00:2be4:0:b102:d9c0:a599,US,Frankfurt,隧道,158 ms,104 Mbps,13414 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,174 Mbps,22323 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,173 ms,88 Mbps,11366 kB/s
140.238.46.202,443,2602:ffe4:407:20d9:0:1240:5b26:2542,SG,Singapore,隧道,190 ms,82 Mbps,10547 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,170 ms,76 Mbps,9742 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,169 ms,38 Mbps,4937 kB/s
8.219.54.203,443,8.219.54.203,SG,Singapore,中转,170 ms,63 Mbps,8134 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,173 ms,65 Mbps,8419 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,155 ms,116 Mbps,14950 kB/s
138.2.114.58,443,138.2.114.58,KR,Hong Kong,中转,132 ms,46 Mbps,6002 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,171 ms,113 Mbps,14540 kB/s
204.216.218.114,443,204.216.218.114,IT,Zurich,中转,165 ms,45 Mbps,5816 kB/s
140.238.15.251,443,140.238.15.251,KR,Seoul,中转,164 ms,25 Mbps,3218 kB/s
8.219.70.151,443,8.219.70.151,SG,Singapore,中转,171 ms,68 Mbps,8743 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,172 ms,3 Mbps,407 kB/s
141.147.109.66,443,2a0b:21c0:100a:1f9:0:3592:46f4:a062,DE,Frankfurt,隧道,154 ms,109 Mbps,14028 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,128 Mbps,16384 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,25 ms,608 Mbps,77926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,113 Mbps,14540 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,147 ms,77 Mbps,9954 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,153 ms,38 Mbps,4907 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,171 ms,80 Mbps,10240 kB/s
64.110.88.46,443,64.110.88.46,KR,Seoul,中转,152 ms,128 Mbps,16486 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,162 ms,2 Mbps,269 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,350 ms,78 Mbps,10035 kB/s
8.219.66.156,443,8.219.66.156,SG,Osaka,中转,212 ms,66 Mbps,8490 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,174 ms,77 Mbps,9865 kB/s
54.203.85.46,443,204.110.220.246,US,,隧道,62 ms,748 Mbps,95744 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,83 ms,752 Mbps,96358 kB/s
193.123.81.105,443,193.123.81.105,AE,Frankfurt,中转,261 ms,25 Mbps,3216 kB/s
