中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,589 Mbps,75468 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,543 Mbps,69529 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,238 Mbps,30515 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,270 Mbps,34611 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,55 ms,1 Mbps,246 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,29 ms,29 Mbps,3836 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,87 ms,284 Mbps,36352 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,28 Mbps,3608 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,378 Mbps,48435 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,85 ms,418 Mbps,53555 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,72 ms,425 Mbps,54476 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,262 Mbps,33587 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,90 ms,191 Mbps,24473 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,77 ms,313 Mbps,40140 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,78 ms,298 Mbps,38195 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,29 ms,32 Mbps,4136 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,44 Mbps,5723 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,260 Mbps,33280 kB/s
150.230.148.47,443,2a0b:21c0:100a:1fa:0:69ab:f312:811b,DE,Frankfurt,隧道,89 ms,232 Mbps,29696 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,120 ms,40 Mbps,5239 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,80 ms,280 Mbps,35840 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,255 Mbps,32665 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,102 ms,88 Mbps,11366 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,36 ms,26 Mbps,3439 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,69 ms,361 Mbps,46284 kB/s
