中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,39 ms,944 Mbps,120832 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,8 ms,496 Mbps,63590 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,17 ms,68 Mbps,8758 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,25 ms,578 Mbps,74035 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,14 ms,734 Mbps,94003 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,22 ms,1496 Mbps,191488 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,67 ms,444 Mbps,56934 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1576 Mbps,201728 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,2 ms,1472 Mbps,188416 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,21 ms,96 Mbps,12390 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d3:56,US,San Jose,隧道,18 ms,76 Mbps,9810 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,622 Mbps,79667 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,4 ms,0 Mbps,21 kB/s
192.9.138.241,443,192.9.138.241,1176 Mbps,150528 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,30 ms,457 Mbps,58572 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26b:1e,US,Los Angeles,隧道,70 ms,86 Mbps,11059 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,23 ms,249 Mbps,31948 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,86 ms,325 Mbps,41676 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,22 ms,904 Mbps,115712 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,77 ms,386 Mbps,49459 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,76 ms,323 Mbps,41369 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,89 ms,50 Mbps,6498 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,89 ms,341 Mbps,43724 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,126 ms,216 Mbps,27648 kB/s
129.153.126.67,443,2a09:bac5:60ea:78::c:38b,US,Los Angeles,隧道,92 ms,38 Mbps,4991 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,134 ms,35 Mbps,4504 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,158 ms,44 Mbps,5655 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,163 ms,118 Mbps,15155 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,108 ms,40 Mbps,5172 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,169 ms,39 Mbps,5005 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,199 ms,115 Mbps,14745 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,173 ms,103 Mbps,13209 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,187 ms,133 Mbps,17100 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,163 ms,148 Mbps,19046 kB/s
129.146.134.77,443,2a09:bac5:60eb:1846::26b:79,US,Los Angeles,隧道,93 ms,4 Mbps,625 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,168 ms,40 Mbps,5219 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,170 ms,39 Mbps,5064 kB/s
146.56.46.84,443,146.56.46.84,KR,Seoul,中转,130 ms,44 Mbps,5640 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,134 ms,58 Mbps,7471 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,197 ms,114 Mbps,14643 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,22 ms,444 Mbps,56934 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,171 ms,34 Mbps,4369 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,156 ms,124 Mbps,15872 kB/s
