中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,492 Mbps,62976 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,33 ms,500 Mbps,64102 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,91 ms,112 Mbps,14336 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,7 ms,1080 Mbps,138240 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,27 ms,59 Mbps,7603 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,223 ms,58 Mbps,7469 kB/s
45.32.25.171,443,45.32.25.171,JP,Tokyo,中转,160 ms,103 Mbps,13209 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,66 ms,304 Mbps,38912 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,228 Mbps,29286 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,200 Mbps,25600 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,70 ms,271 Mbps,34713 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,331 Mbps,42393 kB/s
193.122.197.111,443,193.122.197.111,US,402 Mbps,51507 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,334 Mbps,42803 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,58 ms,517 Mbps,66252 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,46 Mbps,5949 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,68 ms,336 Mbps,43110 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,258 Mbps,33075 kB/s
158.101.210.88,443,2606:f240:f00:2be4:0:695e:7224:3fb2,US,Frankfurt,隧道,102 ms,204 Mbps,26214 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,92 ms,38 Mbps,4953 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,294 Mbps,37683 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,104 ms,330 Mbps,42291 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,224 Mbps,28672 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,149 ms,225 Mbps,28876 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,44 Mbps,5633 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,72 ms,304 Mbps,38912 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,107 ms,61 Mbps,7836 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,240 Mbps,30822 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,252 Mbps,32358 kB/s
141.147.4.147,443,98.98.166.182,AE,Frankfurt,隧道,110 ms,205 Mbps,26316 kB/s
141.147.89.208,443,98.98.166.198,AE,Frankfurt,隧道,92 ms,188 Mbps,24166 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,265 Mbps,33996 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,64 ms,280 Mbps,35840 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,27 ms,55 Mbps,7088 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,200 Mbps,25702 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,290 Mbps,37171 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,262 ms,0 Mbps,59 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,108 Mbps,13926 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,113 ms,39 Mbps,5112 kB/s
141.144.205.158,443,163.123.193.10,DE,Frankfurt,隧道,184 ms,206 Mbps,26419 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,87 Mbps,11161 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,336 kB/s
152.67.65.201,443,152.67.65.201,CH,Frankfurt,中转,132 ms,44 Mbps,5661 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,299 ms,62 Mbps,8000 kB/s
130.162.169.141,443,2a0b:21c0:100a:1b4:0:f09f:5167:425b,DE,Frankfurt,隧道,122 ms,97 Mbps,12492 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,25 ms,241 Mbps,30924 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,88 ms,216 Mbps,27750 kB/s
193.123.33.251,443,2a0b:21c0:1007:c9:0:5fc1:d493:c18,DE,Frankfurt,隧道,101 ms,208 Mbps,26726 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,81 ms,255 Mbps,32665 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,35 Mbps,4523 kB/s
54.92.17.121,443,54.92.17.121,JP,Tokyo,中转,199 ms,101 Mbps,13004 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,176 Mbps,22528 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,225 ms,55 Mbps,7124 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,224 ms,66 Mbps,8474 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,206 ms,37 Mbps,4764 kB/s
132.226.230.177,443,128.14.104.155,US,Singapore,隧道,332 ms,53 Mbps,6881 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,90 ms,227 Mbps,29081 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,223 ms,30 Mbps,3857 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,225 ms,59 Mbps,7674 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,84 ms,209 Mbps,26828 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,227 ms,61 Mbps,7886 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,330 ms,62 Mbps,8045 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,223 ms,60 Mbps,7721 kB/s
129.154.50.159,443,129.154.50.159,KR,Tokyo,中转,194 ms,69 Mbps,8832 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,84 ms,222 Mbps,28467 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,90 ms,33 Mbps,4267 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,223 ms,54 Mbps,6957 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,372 ms,59 Mbps,7578 kB/s
103.137.63.3,443,122.118.148.94,TW,,隧道,207 ms,59 Mbps,7644 kB/s
