中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,49 Mbps,6318 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,558 Mbps,71475 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,95 Mbps,12185 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,48 ms,324 Mbps,41472 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,83 Mbps,10649 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,66 ms,416 Mbps,53350 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:42,US,Los Angeles,隧道,60 ms,77 Mbps,9870 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,60 ms,516 Mbps,66048 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,510 Mbps,65331 kB/s
129.80.237.223,443,129.80.237.223,US,Newark,中转,23 ms,800 Mbps,102400 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,60 ms,47 Mbps,6041 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,344 Mbps,44032 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,110 ms,43 Mbps,5538 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,119 ms,46 Mbps,5982 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,433 Mbps,55500 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,41 Mbps,5265 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,167 Mbps,21401 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,115 Mbps,14745 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,59 ms,423 Mbps,54169 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,129 Mbps,16588 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,236 Mbps,30310 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,188 Mbps,24064 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,116 ms,26 Mbps,3331 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,119 ms,237 Mbps,30412 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,115 ms,21 Mbps,2704 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,69 Mbps,8844 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,35 Mbps,4582 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,41 Mbps,5265 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,192 ms,68 Mbps,8783 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,116 Mbps,14848 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,176 ms,101 Mbps,13004 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,40 Mbps,5189 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,197 ms,69 Mbps,8866 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,37 Mbps,4772 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:11b,KR,Seoul,隧道,228 ms,34 Mbps,4464 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,67 Mbps,8616 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,229 ms,84 Mbps,10752 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,337 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,199 ms,32 Mbps,4134 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,38 Mbps,4971 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,203 ms,36 Mbps,4726 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,218 ms,0 Mbps,74 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,248 ms,81 Mbps,10444 kB/s
146.56.171.110,443,107.151.176.66,US,Los Angeles,隧道,234 ms,66 Mbps,8478 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,246 ms,2 Mbps,272 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,226 ms,9 Mbps,1204 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,230 ms,0 Mbps,3 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,11 Mbps,1440 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,337 ms,0 Mbps,10 kB/s
