中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,454 Mbps,58163 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,79 Mbps,10137 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,13 ms,872 Mbps,111616 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,129 Mbps,16588 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,44 Mbps,5726 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,224 Mbps,28672 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,372 Mbps,47616 kB/s
35.197.23.75,443,35.212.182.118,US,Seattle,隧道,76 ms,288 Mbps,36864 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,469 Mbps,60108 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,238 Mbps,30515 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,48 Mbps,6257 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,234 Mbps,30003 kB/s
35.230.79.26,443,35.212.182.118,US,Seattle,隧道,78 ms,344 Mbps,44032 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,71 ms,425 Mbps,54476 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,382 Mbps,48947 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,278 Mbps,35635 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,284 Mbps,36454 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,246 Mbps,31539 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,74 ms,284 Mbps,36352 kB/s
129.146.46.164,443,129.146.46.164,US,284 Mbps,36352 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,44 Mbps,5667 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,40 Mbps,5225 kB/s
193.123.38.223,443,98.98.156.26,DE,Frankfurt,隧道,98 ms,229 Mbps,29388 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,91 ms,44 Mbps,5632 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,44 Mbps,5685 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,105 ms,45 Mbps,5791 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,128 Mbps,16486 kB/s
158.101.212.88,443,2a0b:21c0:1007:ca:0:7613:2e6b:8e09,DE,Frankfurt,隧道,99 ms,194 Mbps,24883 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,180 ms,125 Mbps,16076 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,32 Mbps,4210 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,173 ms,164 Mbps,20992 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,195 ms,35 Mbps,4525 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,104 Mbps,13312 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,190 ms,90 Mbps,11571 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,216 ms,108 Mbps,13926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,34 Mbps,4420 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,208 ms,73 Mbps,9368 kB/s
130.162.144.191,443,2a09:bac5:4730:1482::20b:19,KR,Seoul,隧道,209 ms,37 Mbps,4855 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,38 Mbps,4923 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,230 ms,2 Mbps,341 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,125 ms,0 Mbps,21 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,211 ms,4 Mbps,534 kB/s
168.138.185.234,443,168.138.185.234,SG,Hong Kong,中转,236 ms,62 Mbps,7938 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,22 Mbps,2870 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,244 ms,51 Mbps,6617 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,217 ms,34 Mbps,4426 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,188 ms,26 Mbps,3349 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,222 ms,0 Mbps,10 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,0 ms,2 Mbps,299 kB/s
