中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1320 Mbps,168960 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1376 Mbps,176128 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,645 Mbps,82636 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,68 ms,399 Mbps,51097 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,36 Mbps,4654 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,252 Mbps,32256 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,448 Mbps,57344 kB/s
141.148.244.95,443,2606:f240:f00:83a7:0:f6a2:8e54:7ae1,DE,Frankfurt,隧道,90 ms,239 Mbps,30617 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,311 Mbps,39833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,272 Mbps,34918 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,219 Mbps,28057 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,227 Mbps,29081 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,68 ms,332 Mbps,42496 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,326 Mbps,41779 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,43 Mbps,5601 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,210 Mbps,26931 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,244 Mbps,31232 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,28 Mbps,3600 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,41 Mbps,5321 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,104 Mbps,13414 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,172 ms,114 Mbps,14643 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,43 Mbps,5615 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,32 Mbps,4192 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,42 Mbps,5500 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,200 ms,86 Mbps,11059 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,248 ms,2 Mbps,321 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,0 Mbps,104 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,34 Mbps,4476 kB/s
8.219.52.156,443,8.222.222.65,SG,Singapore,隧道,235 ms,47 Mbps,6115 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,252 ms,28 Mbps,3664 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,356 ms,0 Mbps,12 kB/s
