中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,239 Mbps,30617 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,290 Mbps,37171 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,497 Mbps,63692 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,21 ms,625 Mbps,80076 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,26 ms,393 Mbps,50380 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,69 ms,328 Mbps,41984 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,46 Mbps,5914 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,183 Mbps,23449 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,89 ms,41 Mbps,5323 kB/s
152.67.44.30,443,152.67.44.30,BR,S
