中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,521 Mbps,66764 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,301 Mbps,38604 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,22 ms,88 Mbps,11366 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,69 ms,456 Mbps,58470 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,19 ms,740 Mbps,94822 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,569 Mbps,72908 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,58 ms,39 Mbps,5062 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,59 ms,501 Mbps,64204 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,209 Mbps,26828 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,24 ms,35 Mbps,4596 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,21 ms,554 Mbps,70963 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,452 Mbps,57958 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,72 ms,525 Mbps,67276 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,87 Mbps,11161 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,64 ms,46 Mbps,5888 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,119 ms,47 Mbps,6121 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,49 ms,47 Mbps,6108 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,320 Mbps,40960 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,49 ms,361 Mbps,46284 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,172 Mbps,22118 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,133 Mbps,17100 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,300 Mbps,38502 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,211 ms,36 Mbps,4663 kB/s
130.162.231.200,443,2a0b:21c0:100a:1b6:0:7cb2:3b15:3a5,DE,Frankfurt,隧道,111 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,408 Mbps,52224 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,111 ms,44 Mbps,5687 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,46 Mbps,5990 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,247 ms,14 Mbps,1853 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,59 ms,430 Mbps,55091 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,43 Mbps,5572 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,107 ms,28 Mbps,3615 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,78 ms,278 Mbps,35635 kB/s
129.151.148.35,443,129.151.148.35,AE,Singapore,中转,232 ms,33 Mbps,4329 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,121 ms,93 Mbps,11980 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,36 Mbps,4644 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,240 ms,0 Mbps,118 kB/s
8.212.48.236,443,47.76.21.93,HK,Hong Kong,隧道,206 ms,88 Mbps,11264 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,66 ms,416 Mbps,53350 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,120 ms,232 Mbps,29696 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,52 ms,396 Mbps,50688 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,198 Mbps,25395 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,41 Mbps,5262 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,198 ms,9 Mbps,1194 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,166 Mbps,21299 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,237 ms,28 Mbps,3625 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,228 ms,46 Mbps,5959 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,42 Mbps,5415 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,209 ms,88 Mbps,11264 kB/s
144.24.79.237,443,2602:ffe4:407:20d9:0:82f1:8524:ea7,SG,Singapore,隧道,254 ms,56 Mbps,7279 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,139 ms,41 Mbps,5326 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,137 ms,121 Mbps,15564 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,221 ms,77 Mbps,9856 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,185 ms,136 Mbps,17510 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,205 ms,87 Mbps,11161 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,367 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,49 Mbps,6367 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,220 ms,24 Mbps,3193 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,2 Mbps,352 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,166 ms,99 Mbps,12697 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,238 ms,88 Mbps,11264 kB/s
150.230.63.93,443,150.230.63.93,4 Mbps,551 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,129 ms,199 Mbps,25497 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,220 ms,3 Mbps,510 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:7d,KR,Seoul,隧道,237 ms,33 Mbps,4317 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,211 ms,35 Mbps,4527 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,200 ms,2 Mbps,285 kB/s
