中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,38 ms,659 Mbps,84377 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,57 ms,448 Mbps,57344 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,540 Mbps,69222 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,65 ms,478 Mbps,61235 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,64 ms,751 Mbps,96153 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,364 Mbps,46694 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,41 ms,55 Mbps,7106 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,41 ms,52 Mbps,6744 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,40 ms,292 Mbps,37376 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,54 ms,464 Mbps,59392 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,33 ms,590 Mbps,75571 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,403 Mbps,51609 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,52 ms,294 Mbps,37683 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,44 ms,5 Mbps,765 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,160 Mbps,20582 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,160 Mbps,20480 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,139 ms,45 Mbps,5783 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,123 ms,18 Mbps,2403 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,139 ms,45 Mbps,5870 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,184 Mbps,23654 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,139 ms,44 Mbps,5739 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,128 ms,224 Mbps,28672 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,125 ms,39 Mbps,5072 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,113 Mbps,14540 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,129 ms,42 Mbps,5489 kB/s
158.101.201.244,443,98.98.166.58,US,Frankfurt,隧道,134 ms,175 Mbps,22425 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,134 ms,44 Mbps,5755 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,143 ms,192 Mbps,24576 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,175 ms,88 Mbps,11264 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,180 ms,100 Mbps,12902 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,204 ms,2 Mbps,331 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,182 ms,43 Mbps,5556 kB/s
146.56.137.229,443,107.151.176.202,US,Los Angeles,隧道,200 ms,96 Mbps,12390 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,191 ms,7 Mbps,1008 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,181 ms,39 Mbps,5009 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,0 Mbps,76 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,185 ms,41 Mbps,5372 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,199 ms,41 Mbps,5359 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,191 ms,34 Mbps,4377 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,39 Mbps,5045 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:106,KR,Seoul,隧道,159 ms,35 Mbps,4590 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,239 ms,65 Mbps,8324 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,196 ms,3 Mbps,393 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,188 ms,15 Mbps,1963 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,272 ms,55 Mbps,7134 kB/s
129.154.201.153,443,2602:ffe4:407:21d9:0:129e:201b:3291,SG,Singapore,隧道,238 ms,80 Mbps,10240 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,261 ms,34 Mbps,4436 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,217 ms,28 Mbps,3665 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,177 ms,2 Mbps,343 kB/s
