中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,225 Mbps,28876 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,98 ms,45 Mbps,5837 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,71 ms,7 Mbps,959 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:50,US,Los Angeles,隧道,65 ms,53 Mbps,6884 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,315 Mbps,40345 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,217 Mbps,27852 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,45 ms,652 Mbps,83456 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,546 Mbps,69939 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,89 ms,315 Mbps,40345 kB/s
3.144.191.4,443,3.144.191.4,US,Ashburn,中转,24 ms,592 Mbps,75878 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,264 Mbps,33894 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,305 Mbps,39116 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,273 Mbps,35020 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,89 ms,44 Mbps,5672 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,140 ms,45 Mbps,5871 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,94 ms,282 Mbps,36147 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,95 ms,88 Mbps,11264 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,93 ms,52 Mbps,6674 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,89 ms,249 Mbps,31948 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,138 ms,288 Mbps,36864 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,94 ms,216 Mbps,27648 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,228 Mbps,29184 kB/s
15.237.100.249,443,2a05:d012:7ab:4b00:2494:3988:c43b:fdc6,FR,Paris,隧道,85 ms,254 Mbps,32563 kB/s
47.88.93.96,443,47.251.149.53,US,San Jose,隧道,64 ms,4 Mbps,592 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,60 ms,4 Mbps,591 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,250 Mbps,32051 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,46 Mbps,6013 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,169 Mbps,21708 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,30 Mbps,3958 kB/s
138.2.132.30,443,2606:f240:f00:a683:0:84a2:e0c7:5ade,US,Frankfurt,隧道,190 ms,208 Mbps,26726 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,99 ms,41 Mbps,5255 kB/s
47.253.104.12,443,47.251.149.53,US,San Jose,隧道,115 ms,3 Mbps,391 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,125 ms,6 Mbps,850 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,232 Mbps,29696 kB/s
141.147.92.143,443,2603:c020:c004:772b:9990:35f2:2b42:33dd,GB,London,隧道,84 ms,212 Mbps,27136 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,344 Mbps,44134 kB/s
130.61.23.77,443,130.61.23.77,212 Mbps,27136 kB/s
132.226.31.178,443,2a09:bac5:60ee:183c::26a:24,US,Los Angeles,隧道,118 ms,46 Mbps,5980 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,50 Mbps,6414 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,79 ms,283 Mbps,36249 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,72 ms,303 Mbps,38809 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,318 Mbps,40755 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,224 Mbps,28672 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,108 Mbps,13926 kB/s
47.89.182.61,443,47.251.149.53,US,San Jose,隧道,76 ms,2 Mbps,336 kB/s
152.69.197.102,443,152.69.197.102,JP,Osaka,中转,207 ms,31 Mbps,4082 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,235 Mbps,30105 kB/s
144.21.53.157,443,2a09:bac5:3803:d2::15:1b6,GB,London,隧道,258 ms,9 Mbps,1217 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,117 ms,156 Mbps,20070 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,176 ms,84 Mbps,10854 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,40 Mbps,5138 kB/s
138.2.84.189,443,104.28.254.46,SG,Singapore,隧道,219 ms,58 Mbps,7529 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,205 ms,67 Mbps,8628 kB/s
132.226.225.193,443,2602:ffe4:407:20da:0:7047:1e9c:4ded,SG,Singapore,隧道,249 ms,46 Mbps,5909 kB/s
8.216.88.20,443,47.251.149.52,US,San Jose,隧道,158 ms,2 Mbps,300 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,192 ms,80 Mbps,10342 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,195 ms,96 Mbps,12390 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,198 ms,41 Mbps,5312 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,180 ms,37 Mbps,4814 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,215 ms,57 Mbps,7327 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,221 ms,58 Mbps,7445 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,220 ms,33 Mbps,4250 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,225 ms,73 Mbps,9358 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,205 ms,36 Mbps,4691 kB/s
152.70.88.98,443,2a09:bac5:4752:1a14::299:56,KR,Seoul,隧道,192 ms,31 Mbps,4082 kB/s
138.2.51.87,443,138.2.51.87,JP,Osaka,中转,205 ms,37 Mbps,4754 kB/s
150.230.106.97,443,150.230.106.97,JP,Tokyo,中转,217 ms,36 Mbps,4617 kB/s
150.230.238.226,443,150.230.238.226,IN,Mumbai,中转,195 ms,79 Mbps,10137 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,309 kB/s
168.138.215.251,443,168.138.215.251,JP,Tokyo,中转,210 ms,38 Mbps,4936 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,214 ms,35 Mbps,4491 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,268 ms,0 Mbps,39 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,197 ms,0 Mbps,34 kB/s
8.211.197.133,443,47.251.149.51,US,San Jose,隧道,83 ms,2 Mbps,326 kB/s
