中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,29 ms,698 Mbps,89395 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,25 ms,872 Mbps,111616 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,330 Mbps,42291 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,64 ms,8 Mbps,1070 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,348 Mbps,44544 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,26 ms,1360 Mbps,174080 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,323 Mbps,41369 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,44 ms,1576 Mbps,201728 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Tokyo,隧道,166 ms,43 Mbps,5626 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,3 ms,652 Mbps,83456 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,74 ms,144 Mbps,18534 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,144 ms,694 Mbps,88883 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,19 ms,65 Mbps,8361 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,28 ms,1432 Mbps,183296 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,23 ms,872 Mbps,111616 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,188 Mbps,24064 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,53 ms,176 Mbps,22528 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,168 ms,317 Mbps,40652 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,10 ms,42 Mbps,5470 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,51 ms,864 Mbps,110592 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,46 ms,1 Mbps,251 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,142 ms,42 Mbps,5468 kB/s
47.251.108.178,443,47.251.108.178,US,San Jose,中转,94 ms,55 Mbps,7105 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,114 ms,80 Mbps,10342 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,131 ms,131 Mbps,16793 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,145 ms,44 Mbps,5686 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,107 Mbps,13721 kB/s
168.138.215.251,443,168.138.215.251,JP,Tokyo,中转,163 ms,18 Mbps,2380 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,164 ms,94 Mbps,12083 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,69 ms,354 Mbps,45363 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,131 ms,128 Mbps,16486 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,154 ms,41 Mbps,5371 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,88 Mbps,11366 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,197 ms,41 Mbps,5266 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,103 Mbps,13209 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,141 ms,111 Mbps,14233 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,184 ms,26 Mbps,3360 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,130 ms,41 Mbps,5286 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,163 ms,22 Mbps,2875 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,2 Mbps,308 kB/s
152.70.95.142,443,152.70.95.142,KR,Seoul,中转,141 ms,132 Mbps,16896 kB/s
144.24.166.66,443,2a0b:21c0:100a:1b2:0:5f43:9939:f495,DE,Frankfurt,隧道,206 ms,84 Mbps,10854 kB/s
8.217.179.196,443,185.126.80.14,SG,Singapore,隧道,152 ms,8 Mbps,1073 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,152 ms,101 Mbps,13004 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,167 ms,36 Mbps,4722 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,151 ms,61 Mbps,7915 kB/s
144.24.189.179,443,2606:f240:f00:b2ed:0:e037:df5:c9c0,US,Frankfurt,隧道,213 ms,110 Mbps,14131 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,117 Mbps,15052 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,42 Mbps,5437 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,130 ms,6 Mbps,777 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,133 ms,139 Mbps,17817 kB/s
141.144.199.182,443,2606:f240:f00:dd8d:0:478c:c1ff:5e78,US,Amsterdam,隧道,156 ms,97 Mbps,12492 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,119 Mbps,15257 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,141 ms,137 Mbps,17612 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,161 ms,102 Mbps,13107 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,200 ms,77 Mbps,9932 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,379 ms,111 Mbps,14233 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,308 ms,133 Mbps,17100 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,151 ms,38 Mbps,4915 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,27 Mbps,3507 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,248 ms,0 Mbps,106 kB/s
138.2.84.189,443,104.28.222.43,SG,Singapore,隧道,184 ms,78 Mbps,10035 kB/s
193.123.37.117,443,2a0b:21c0:100a:1b0:0:74af:92d2:d26c,DE,Frankfurt,隧道,157 ms,89 Mbps,11468 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,171 ms,3 Mbps,389 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,119 Mbps,15257 kB/s
8.217.182.138,443,8.217.182.138,HK,Hong Kong,中转,152 ms,9 Mbps,1181 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,151 ms,0 Mbps,40 kB/s
132.226.131.46,443,2606:f240:f00:5a42:0:7058:d31a:a61a,US,Frankfurt,隧道,153 ms,69 Mbps,8856 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,156 ms,144 Mbps,18534 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,131 ms,147 Mbps,18841 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,172 ms,43 Mbps,5601 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,231 ms,21 Mbps,2808 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,204 ms,0 Mbps,55 kB/s
152.67.44.30,443,152.67.44.30,BR,S
