中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,555 Mbps,71065 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,75 ms,436 Mbps,55808 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,499 Mbps,63897 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,156 Mbps,20070 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,35 ms,46 Mbps,5955 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,285 Mbps,36556 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,552 Mbps,70758 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,48 ms,281 Mbps,36044 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,174 Mbps,22323 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,32 ms,672 Mbps,86118 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,43 Mbps,5556 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,526 Mbps,67379 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,52 ms,50 Mbps,6476 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,39 Mbps,4993 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,136 ms,160 Mbps,20480 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,124 ms,44 Mbps,5715 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,192 Mbps,24678 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,315 Mbps,40345 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,203 ms,35 Mbps,4590 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,203 ms,72 Mbps,9235 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,145 Mbps,18636 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,132 ms,48 Mbps,6194 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,132 ms,51 Mbps,6574 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,134 ms,51 Mbps,6531 kB/s
143.47.190.37,443,2a0b:21c0:1007:ca:0:3bfe:c72:fd6a,DE,Frankfurt,隧道,118 ms,106 Mbps,13619 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,134 ms,0 Mbps,125 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,177 ms,42 Mbps,5451 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,198 ms,110 Mbps,14131 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,231 ms,40 Mbps,5226 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,129 ms,33 Mbps,4332 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,270 ms,0 Mbps,12 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,201 ms,3 Mbps,451 kB/s
