中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,584 Mbps,74854 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,245 Mbps,31436 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,67 ms,343 Mbps,43929 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,56 ms,253 Mbps,32460 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,29 ms,832 Mbps,106496 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,72 ms,43 Mbps,5609 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,348 Mbps,44544 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,240 Mbps,30822 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,62 ms,347 Mbps,44441 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,70 ms,378 Mbps,48435 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,118 ms,318 Mbps,40755 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,64 ms,341 Mbps,43724 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,750 Mbps,96051 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,46 Mbps,6010 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,217 Mbps,27852 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,41 ms,46 Mbps,5911 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,79 ms,301 Mbps,38604 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,77 ms,128 Mbps,16384 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,272 Mbps,34918 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,214 Mbps,27443 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,67 ms,280 Mbps,35942 kB/s
