中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,694 Mbps,88883 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,446 Mbps,57139 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,361 Mbps,46284 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,544 Mbps,69734 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,353 Mbps,45260 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,226 Mbps,28979 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,58 ms,469 Mbps,60108 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,553 Mbps,70860 kB/s
158.178.155.231,443,2a0b:21c0:100a:1b6:0:2e49:b5d6:6672,DE,Frankfurt,隧道,110 ms,100 Mbps,12902 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,72 ms,428 Mbps,54886 kB/s
158.101.220.192,443,98.98.166.58,US,Frankfurt,隧道,113 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,127 Mbps,16281 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,173 Mbps,22220 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,43 Mbps,5515 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,176 Mbps,22528 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,164 Mbps,21094 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,113 ms,25 Mbps,3228 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,27 ms,59 Mbps,7622 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,113 ms,43 Mbps,5611 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,27 ms,816 Mbps,104448 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,50 ms,408 Mbps,52224 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,75 ms,457 Mbps,58572 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,127 ms,46 Mbps,5993 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,125 ms,272 Mbps,34816 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,24 ms,63 Mbps,8088 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,49 Mbps,6342 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,48 Mbps,6189 kB/s
144.24.167.37,443,2606:f240:f00:2be4:0:a701:e50b:2a94,US,Frankfurt,隧道,127 ms,172 Mbps,22118 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,123 Mbps,15769 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,128 ms,36 Mbps,4717 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,111 ms,45 Mbps,5809 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,181 ms,94 Mbps,12083 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,216 ms,2 Mbps,348 kB/s
158.101.217.62,443,163.123.193.6,DE,Frankfurt,隧道,113 ms,184 Mbps,23654 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:41,KR,Seoul,隧道,196 ms,31 Mbps,3982 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,113 ms,212 Mbps,27136 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,196 ms,76 Mbps,9799 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,133 ms,40 Mbps,5195 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,39 Mbps,5034 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,212 ms,27 Mbps,3535 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,205 ms,4 Mbps,554 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,41 Mbps,5269 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,227 ms,80 Mbps,10342 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,220 ms,88 Mbps,11264 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,212 ms,36 Mbps,4619 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,217 ms,40 Mbps,5206 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,219 ms,35 Mbps,4549 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,216 ms,1 Mbps,250 kB/s
193.122.125.14,443,2607:a400:a:16b:0:1156:bc9e:d143,US,Los Angeles,隧道,224 ms,58 Mbps,7537 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,236 ms,10 Mbps,1397 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,32 Mbps,4201 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,218 ms,74 Mbps,9530 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,235 ms,0 Mbps,120 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,238 ms,0 Mbps,48 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,205 ms,0 Mbps,2 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,1 Mbps,163 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,217 ms,3 Mbps,396 kB/s
8.222.171.165,443,47.245.114.12,SG,Paris,隧道,222 ms,25 Mbps,3232 kB/s
