中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,376 Mbps,48128 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,10 ms,1128 Mbps,144384 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,373 Mbps,47820 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,20 ms,38 Mbps,4933 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,179 Mbps,22937 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,42 ms,655 Mbps,83865 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,655 Mbps,83865 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,37 ms,681 Mbps,87244 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,39 ms,1176 Mbps,150528 kB/s
35.197.23.75,443,35.247.120.3,US,Seattle,隧道,69 ms,664 Mbps,85094 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,60 ms,747 Mbps,95641 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,68 ms,85 Mbps,10956 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,70 ms,269 Mbps,34508 kB/s
129.146.7.98,443,2a09:bac5:60ec:1173::1bd:fe,US,Los Angeles,隧道,25 ms,80 Mbps,10342 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,172 ms,3 Mbps,394 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,30 ms,936 Mbps,119808 kB/s
150.136.241.40,443,150.136.241.40,278 Mbps,35635 kB/s
150.136.241.40,,,隧道,0 ms,null Mbps,null kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,99 Mbps,12697 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,74 ms,85 Mbps,10956 kB/s
35.230.79.26,443,35.247.120.3,US,Seattle,隧道,46 ms,715 Mbps,91545 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,105 Mbps,13516 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,62 ms,18 Mbps,2426 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,400 ms,197 Mbps,25292 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,74 ms,316 Mbps,40550 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,150 ms,37 Mbps,4805 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,84 Mbps,10752 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,124 Mbps,15974 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,168 ms,108 Mbps,13824 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,222 ms,116 Mbps,14848 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,176 ms,326 Mbps,41779 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,171 ms,77 Mbps,9894 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,45 Mbps,5782 kB/s
193.122.110.171,443,193.122.110.171,KR,Tokyo,中转,190 ms,43 Mbps,5613 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,155 ms,44 Mbps,5692 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,142 ms,120 Mbps,15462 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,168 ms,62 Mbps,7938 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,111 Mbps,14233 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,155 ms,38 Mbps,4982 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,169 ms,82 Mbps,10547 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,169 ms,79 Mbps,10137 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,150 ms,38 Mbps,4953 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,183 ms,114 Mbps,14643 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,169 ms,44 Mbps,5632 kB/s
141.147.79.209,443,2a0b:21c0:100a:1fa:0:94d9:c527:1731,DE,Frankfurt,隧道,155 ms,112 Mbps,14438 kB/s
8.218.63.172,443,8.218.63.172,HK,Hong Kong,中转,258 ms,5 Mbps,733 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,163 ms,65 Mbps,8423 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,173 ms,20 Mbps,2637 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,169 ms,82 Mbps,10547 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,173 ms,42 Mbps,5432 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,167 ms,103 Mbps,13209 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,151 ms,66 Mbps,8510 kB/s
