中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,278 Mbps,35635 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,69 ms,50 Mbps,6428 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:9,US,Buffalo,隧道,27 ms,90 Mbps,11571 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,295 Mbps,37785 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,141 Mbps,18124 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,15 ms,788 Mbps,100966 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,45 ms,568 Mbps,72806 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,62 ms,325 Mbps,41676 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,49 ms,896 Mbps,114688 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,300 Mbps,38400 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,220 Mbps,28262 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,64 ms,353 Mbps,45260 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,220 Mbps,28262 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,157 ms,112 Mbps,14336 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,293 Mbps,37580 kB/s
168.138.71.220,443,168.138.71.220,CA,Montréal,中转,131 ms,96 Mbps,12390 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,242 Mbps,31027 kB/s
35.202.158.120,443,35.202.158.120,US,Dallas,中转,30 ms,510 Mbps,65331 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,69 ms,48 Mbps,6190 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,144 Mbps,18534 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,88 ms,291 Mbps,37273 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,74 ms,255 Mbps,32665 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,196 Mbps,25088 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,228 Mbps,29184 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,281 Mbps,36044 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,72 ms,6 Mbps,776 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,40 Mbps,5211 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,53 ms,209 Mbps,26828 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,80 ms,333 Mbps,42700 kB/s
141.147.44.231,443,2a0b:21c0:1007:1cb:0:5e74:82c7:831a,DE,Frankfurt,隧道,87 ms,228 Mbps,29286 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,131 ms,104 Mbps,13312 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,92 ms,44 Mbps,5708 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,71 ms,43 Mbps,5585 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,81 ms,234 Mbps,30003 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,75 ms,253 Mbps,32460 kB/s
144.22.252.124,443,144.22.252.124,BR,S
