中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.89.244.253,443,47.89.244.253,US,San Jose,中转,46 ms,7 Mbps,929 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,345 Mbps,44236 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,952 Mbps,121856 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,79 ms,526 Mbps,67379 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,30 ms,711 Mbps,91033 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,53 ms,459 Mbps,58777 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,407 Mbps,52121 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,71 ms,47 Mbps,6114 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,26 ms,79 Mbps,10137 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,123 ms,164 Mbps,20992 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,134 ms,122 Mbps,15667 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,36 ms,56 Mbps,7219 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,39 ms,728 Mbps,93286 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,65 Mbps,8391 kB/s
129.146.46.164,443,129.146.46.164,230 Mbps,29491 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,71 ms,221 Mbps,28364 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,74 ms,375 Mbps,48025 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,58 ms,556 Mbps,71168 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,200 Mbps,25600 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,32 ms,69 Mbps,8853 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,181 Mbps,23244 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,67 ms,424 Mbps,54272 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,131 ms,227 Mbps,29081 kB/s
129.146.7.98,443,2a09:bac5:60ea:183c::26a:d,US,Los Angeles,隧道,74 ms,71 Mbps,9175 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,398 Mbps,50995 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,73 ms,128 Mbps,16486 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,193 Mbps,24780 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,28 ms,92 Mbps,11878 kB/s
141.144.199.182,443,2a0b:21c0:100a:1fa:0:5580:63:4f23,DE,Frankfurt,隧道,134 ms,187 Mbps,23961 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,145 ms,46 Mbps,5906 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,72 ms,1 Mbps,212 kB/s
129.159.241.239,443,2606:f240:f00:46c4:0:e836:4c94:6f34,US,Frankfurt,隧道,113 ms,198 Mbps,25395 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,113 ms,39 Mbps,5108 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,33 Mbps,4336 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,113 ms,252 Mbps,32358 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,6 Mbps,813 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,157 ms,128 Mbps,16384 kB/s
158.101.211.165,443,98.98.166.186,US,Frankfurt,隧道,115 ms,145 Mbps,18636 kB/s
158.101.210.198,443,2a0b:21c0:1007:1cb:0:21ec:e348:76c2,DE,Frankfurt,隧道,116 ms,167 Mbps,21401 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,3 Mbps,424 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,209 ms,107 Mbps,13721 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,201 ms,33 Mbps,4334 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,115 ms,81 Mbps,10444 kB/s
8.219.52.156,443,8.219.96.61,SG,Singapore,隧道,217 ms,71 Mbps,9186 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,253 ms,85 Mbps,10956 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,130 ms,47 Mbps,6118 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,216 ms,41 Mbps,5260 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,150 ms,141 Mbps,18124 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,142 ms,42 Mbps,5462 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,229 ms,72 Mbps,9328 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,150 ms,188 Mbps,24064 kB/s
