中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ec:1846::26b:92,US,Los Angeles,隧道,17 ms,77 Mbps,9873 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,26 ms,320 Mbps,40960 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,25 ms,59 Mbps,7558 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,41 ms,554 Mbps,70963 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,45 ms,664 Mbps,84992 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,29 ms,1152 Mbps,147456 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,35 ms,623 Mbps,79769 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,64 ms,39 Mbps,5087 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,48 ms,984 Mbps,125952 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,59 ms,535 Mbps,68505 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,53 ms,207 Mbps,26521 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,55 ms,1120 Mbps,143360 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,23 ms,1008 Mbps,129024 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,19 ms,9 Mbps,1187 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,36 ms,572 Mbps,73318 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,56 ms,323 Mbps,41369 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,45 ms,559 Mbps,71577 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,22 ms,69 Mbps,8906 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,173 Mbps,22220 kB/s
192.9.158.188,443,2a09:bac5:6445:1232::1d0:df,US,San Jose,隧道,33 ms,243 Mbps,31129 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,150 ms,101 Mbps,13004 kB/s
193.123.34.24,443,2a0b:21c0:1007:cb:0:5440:da05:845,DE,Frankfurt,隧道,144 ms,125 Mbps,16076 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,47 ms,67 Mbps,8640 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,18 ms,62 Mbps,7949 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,208 ms,120 Mbps,15360 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,139 ms,128 Mbps,16486 kB/s
