中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,462 Mbps,59187 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,5 ms,896 Mbps,114688 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,414 Mbps,53043 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,16 ms,558 Mbps,71475 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,32 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,642 Mbps,82227 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,45 ms,569 Mbps,72908 kB/s
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,34 ms,773 Mbps,99020 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,11 ms,1248 Mbps,159744 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,328 Mbps,42086 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,77 ms,43 Mbps,5505 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,856 Mbps,109568 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,177 ms,21 Mbps,2763 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,86 ms,309 Mbps,39628 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,184 Mbps,23654 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,72 ms,382 Mbps,48947 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,37 Mbps,4802 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,20 ms,65 Mbps,8362 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,184 ms,99 Mbps,12697 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,170 Mbps,21811 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,73 ms,43 Mbps,5594 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,162 ms,125 Mbps,16076 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,177 ms,32 Mbps,4205 kB/s
168.138.149.17,443,168.138.149.17,BR,S
