中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,297 Mbps,38092 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,68 ms,335 Mbps,42905 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,326 Mbps,41779 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,536 Mbps,68710 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,668 Mbps,85504 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,468 Mbps,59904 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,212 Mbps,27238 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,70 ms,40 Mbps,5187 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,68 ms,96 Mbps,12288 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,64 ms,7 Mbps,1010 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,44 Mbps,5662 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,76 ms,269 Mbps,34508 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,168 Mbps,21606 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,23 ms,35 Mbps,4584 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,245 Mbps,31436 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,252 Mbps,32256 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,24 ms,62 Mbps,7960 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,28 ms,746 Mbps,95539 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,69 ms,340 Mbps,43520 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,27 ms,69 Mbps,8907 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,94 ms,214 Mbps,27443 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,276 Mbps,35328 kB/s
