中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,9 ms,888 Mbps,113664 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,72 ms,352 Mbps,45056 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,104 Mbps,13414 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,601 Mbps,77004 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,78 ms,340 Mbps,43520 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,206 Mbps,26419 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,301 Mbps,38604 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,548 Mbps,70246 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,67 ms,298 Mbps,38195 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,87 ms,39 Mbps,5062 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,69 ms,284 Mbps,36352 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,14 ms,101 Mbps,13004 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,45 Mbps,5787 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,79 ms,322 Mbps,41267 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,104 ms,44 Mbps,5679 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,208 Mbps,26624 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,102 ms,304 Mbps,39014 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,428 Mbps,54886 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,273 Mbps,35020 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,107 ms,300 Mbps,38400 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,353 Mbps,45260 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b3:0:ec89:1c0c:e10a,DE,Frankfurt,隧道,99 ms,254 Mbps,32563 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,244 Mbps,31334 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,49 Mbps,6348 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,288 Mbps,36864 kB/s
