中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,247 Mbps,31641 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,18 ms,32 Mbps,4215 kB/s
198.46.188.190,443,2a09:bac1:7680:118::c7:9,US,Buffalo,隧道,35 ms,95 Mbps,12185 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,856 Mbps,109568 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,427 Mbps,54681 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,50 Mbps,6459 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,17 ms,368 Mbps,47206 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,57 ms,689 Mbps,88268 kB/s
198.46.193.167,443,198.46.193.167,US,578 Mbps,74035 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,361 Mbps,46284 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,314 Mbps,40243 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,344 Mbps,44032 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,142 Mbps,18227 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,159 ms,47 Mbps,6043 kB/s
108.61.219.125,443,2001:19f0:6001:e56:5400:4ff:fe85:f2fb,US,Los Angeles,隧道,73 ms,320 Mbps,40960 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,116 ms,470 Mbps,60211 kB/s
192.210.213.192,443,192.210.213.192,US,Atlanta,中转,97 ms,652 Mbps,83456 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,170 Mbps,21811 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,174 Mbps,22323 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,182 Mbps,23347 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,93 ms,436 Mbps,55808 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,433 Mbps,55500 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,98 ms,440 Mbps,56320 kB/s
142.171.86.53,443,2607:f130:0:18f::5ce9:8328,US,Los Angeles,隧道,56 ms,396 Mbps,50790 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,52 ms,412 Mbps,52838 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,132 Mbps,16998 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,386 Mbps,49459 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,33 ms,641 Mbps,82124 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,116 Mbps,14848 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5978 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,105 ms,45 Mbps,5858 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,104 ms,41 Mbps,5368 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,125 Mbps,16076 kB/s
204.216.218.114,443,204.216.218.114,IT,Zurich,中转,111 ms,43 Mbps,5576 kB/s
74.48.140.177,443,2607:f130:0:f0::6a5,US,Los Angeles,隧道,50 ms,409 Mbps,52428 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,52 ms,49 Mbps,6327 kB/s
193.122.197.111,443,193.122.197.111,,Ashburn,中转,0 ms,270 Mbps,34611 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,51 ms,128 Mbps,16384 kB/s
