中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,16 ms,704 Mbps,90112 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,453 Mbps,58060 kB/s
43.153.103.203,443,43.153.103.203,US,432 Mbps,55398 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,21 ms,608 Mbps,77824 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,55 ms,48 Mbps,6248 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,54 ms,443 Mbps,56729 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,92 ms,45 Mbps,5879 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,188 Mbps,24166 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,45 ms,77 Mbps,9897 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,39 ms,415 Mbps,53145 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,337 Mbps,43212 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,31 ms,80 Mbps,10342 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,78 ms,309 Mbps,39628 kB/s
34.154.129.158,443,2a0b:21c0:100a:1b5:0:413b:5035:4073,DE,Frankfurt,隧道,113 ms,101 Mbps,13004 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,86 ms,390 Mbps,49971 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,117 ms,376 Mbps,48230 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,63 ms,429 Mbps,54988 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,104 Mbps,13414 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,73 ms,704 Mbps,90214 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,35 ms,23 Mbps,2999 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,145 ms,192 Mbps,24678 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,51 Mbps,6604 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,436 Mbps,55808 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,336 Mbps,43008 kB/s
141.147.69.198,443,98.98.156.22,AE,Frankfurt,隧道,111 ms,107 Mbps,13721 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,115 ms,37 Mbps,4796 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,111 ms,84 Mbps,10752 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,51 ms,442 Mbps,56627 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,188 Mbps,24166 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,119 Mbps,15257 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:367,US,Los Angeles,隧道,68 ms,63 Mbps,8094 kB/s
43.131.49.250,443,43.131.49.250,DE,Zurich,中转,108 ms,178 Mbps,22835 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,189 Mbps,24268 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,114 ms,14 Mbps,1882 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,216 ms,62 Mbps,7965 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,208 ms,63 Mbps,8081 kB/s
