中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,409 Mbps,52428 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,30 ms,332 Mbps,42496 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,42 ms,1496 Mbps,191488 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,712 Mbps,91136 kB/s
192.9.138.241,443,192.9.138.241,1648 Mbps,210944 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,2088 Mbps,267264 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,24 ms,635 Mbps,81305 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,28 Mbps,3606 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,172 Mbps,22016 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,64 ms,44 Mbps,5739 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,378 Mbps,48435 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,25 ms,912 Mbps,116736 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:364,US,Los Angeles,隧道,19 ms,46 Mbps,5900 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,67 ms,49 Mbps,6293 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,33 ms,54 Mbps,7024 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,35 ms,888 Mbps,113664 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,67 ms,61 Mbps,7851 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,19 ms,928 Mbps,118784 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,65 ms,61 Mbps,7930 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,116 Mbps,14848 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,35 ms,752 Mbps,96256 kB/s
192.9.229.185,443,192.9.229.185,US,San Jose,中转,22 ms,1536 Mbps,196608 kB/s
144.24.76.59,443,144.24.76.59,KR,Seoul,中转,128 ms,41 Mbps,5287 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,328 Mbps,41984 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,70 ms,411 Mbps,52633 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,22 ms,896 Mbps,114688 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,107 ms,0 Mbps,6 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,162 ms,72 Mbps,9277 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,106 ms,37 Mbps,4806 kB/s
138.3.254.39,443,138.3.254.39,111 Mbps,14233 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,150 Mbps,19251 kB/s
152.70.53.38,443,98.98.166.194,US,Frankfurt,隧道,158 ms,111 Mbps,14233 kB/s
