中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,30 ms,1144 Mbps,146432 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,15 ms,1008 Mbps,129024 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,428 Mbps,54886 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,48 ms,401 Mbps,51404 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,793 Mbps,101580 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26a:22,US,Los Angeles,隧道,53 ms,81 Mbps,10444 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,49 ms,417 Mbps,53452 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,75 Mbps,9617 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,47 ms,539 Mbps,69017 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,62 Mbps,8030 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,27 Mbps,3494 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,200 Mbps,25702 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,231 Mbps,29593 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,42 Mbps,5466 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,199 Mbps,25497 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,199 Mbps,25497 kB/s
141.147.98.27,443,98.98.156.14,DE,Frankfurt,隧道,116 ms,93 Mbps,11980 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,106 ms,12 Mbps,1557 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,43 Mbps,5590 kB/s
141.148.243.80,443,2a0b:21c0:1007:c9:0:10ee:53b3:b0c1,DE,Frankfurt,隧道,125 ms,202 Mbps,25907 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,373 Mbps,47820 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,148 ms,3 Mbps,439 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,111 ms,44 Mbps,5637 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,133 Mbps,17100 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,34 Mbps,4353 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,176 ms,104 Mbps,13312 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,154 ms,46 Mbps,5942 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,48 Mbps,6148 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,0 Mbps,126 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,225 ms,38 Mbps,4976 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,181 ms,105 Mbps,13516 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,30 Mbps,3841 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,40 Mbps,5209 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,206 ms,2 Mbps,360 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,34 Mbps,4375 kB/s
193.122.114.226,443,2602:ffe4:407:20da:0:22bd:b4fd:eb02,SG,Singapore,隧道,250 ms,60 Mbps,7721 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,206 ms,4 Mbps,551 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,184 ms,6 Mbps,858 kB/s
193.122.117.94,443,128.14.110.206,SG,Hong Kong,隧道,279 ms,60 Mbps,7749 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,212 ms,30 Mbps,3868 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,269 ms,0 Mbps,19 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,0 ms,2 Mbps,334 kB/s
