中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,522 Mbps,66867 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,197 Mbps,25292 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,75 ms,1 Mbps,223 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,317 Mbps,40652 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,16 ms,48 Mbps,6192 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,209 Mbps,26828 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,287 Mbps,36761 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,506 Mbps,64819 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,6 ms,832 Mbps,106496 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,167 ms,224 Mbps,28672 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,,San Jose,隧道,0 ms,283 Mbps,36249 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,26 ms,632 Mbps,80896 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,97 ms,117 Mbps,15052 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,109 ms,647 Mbps,82841 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,260 Mbps,33280 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,66 ms,304 Mbps,39014 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,111 ms,301 Mbps,38604 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,66 ms,298 Mbps,38195 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,81 ms,2 Mbps,279 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,60 ms,18 Mbps,2362 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,89 ms,357 Mbps,45772 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,248 Mbps,31744 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,85 ms,343 Mbps,43929 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,240 Mbps,30720 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,67 ms,317 Mbps,40652 kB/s
130.162.177.80,443,2a0b:21c0:1007:1c9:0:c43b:53c:7381,DE,Frankfurt,隧道,92 ms,140 Mbps,18022 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,100 ms,200 Mbps,25702 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,85 ms,47 Mbps,6048 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,24 Mbps,3093 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,38 Mbps,4865 kB/s
144.22.252.124,443,144.22.252.124,BR,S
