中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,21 ms,795 Mbps,101785 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,26 ms,56 Mbps,7207 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,10 ms,748 Mbps,95846 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:f8,US,Los Angeles,隧道,60 ms,86 Mbps,11059 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,115 ms,111 Mbps,14233 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,16 ms,58 Mbps,7465 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,11 ms,649 Mbps,83148 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,53 ms,492 Mbps,62976 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,60 ms,508 Mbps,65126 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,35 Mbps,4486 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,130 ms,170 Mbps,21811 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,58 ms,556 Mbps,71270 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,366 Mbps,46899 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,49 ms,503 Mbps,64409 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,57 ms,478 Mbps,61235 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,48 Mbps,6191 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,69 ms,430 Mbps,55091 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,76 ms,311 Mbps,39833 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,304 Mbps,38912 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,32 ms,30 Mbps,3877 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,129 Mbps,16588 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,220 Mbps,28262 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,68 ms,462 Mbps,59187 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,52 ms,365 Mbps,46796 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,30 ms,36 Mbps,4650 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,115 ms,180 Mbps,23040 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,127 ms,152 Mbps,19558 kB/s
138.2.168.164,443,163.123.193.4,DE,Frankfurt,隧道,113 ms,227 Mbps,29081 kB/s
193.123.39.196,443,2a0b:21c0:100a:1b6:0:a31b:282c:468c,DE,Frankfurt,隧道,114 ms,205 Mbps,26316 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,412 Mbps,52838 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,467 Mbps,59801 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,65 ms,243 Mbps,31129 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,0 Mbps,114 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,S
