中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,560 Mbps,71782 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,508 Mbps,65024 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,288 Mbps,36966 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,69 ms,9 Mbps,1165 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,282 Mbps,36147 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,21 ms,564 Mbps,72192 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,91 ms,314 Mbps,40243 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,264 Mbps,33792 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,315 Mbps,40345 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,72 ms,316 Mbps,40448 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,232 Mbps,29798 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,234 Mbps,30003 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,48 Mbps,6149 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,106 ms,25 Mbps,3258 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,277 Mbps,35532 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,44 Mbps,5703 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,119 ms,305 Mbps,39116 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,22 ms,430 Mbps,55091 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,61 ms,688 Mbps,88064 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,142 ms,216 Mbps,27750 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,305 Mbps,39116 kB/s
