中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,651 Mbps,83353 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,19 ms,276 Mbps,35328 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,176 Mbps,22528 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,424 Mbps,54374 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,52 ms,409 Mbps,52428 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,51 ms,8 Mbps,1105 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,62 ms,430 Mbps,55091 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,94 ms,208 Mbps,26726 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,31 ms,483 Mbps,61849 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,21 ms,300 Mbps,38400 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,99 ms,291 Mbps,37273 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,413 Mbps,52940 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,183 Mbps,23449 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,72 ms,438 Mbps,56115 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,101 ms,125 Mbps,16076 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,412 Mbps,52838 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,113 ms,46 Mbps,5958 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,12 ms,472 Mbps,60416 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,133 Mbps,17100 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,86 ms,448 Mbps,57344 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,113 ms,45 Mbps,5817 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,355 Mbps,45465 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,115 ms,47 Mbps,6082 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,218 Mbps,27955 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,52 ms,447 Mbps,57241 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,43 Mbps,5589 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,93 ms,48 Mbps,6159 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,156 Mbps,19968 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,183 ms,96 Mbps,12390 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,416 Mbps,53350 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,90 ms,242 Mbps,31027 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,48 Mbps,6255 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,51 ms,407 Mbps,52121 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,163 Mbps,20889 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,52 ms,397 Mbps,50892 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,39 Mbps,5105 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,109 ms,190 Mbps,24371 kB/s
