中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,348 Mbps,44544 kB/s
129.146.7.98,443,2a09:bac5:60ec:1846::26b:6b,US,Los Angeles,隧道,17 ms,65 Mbps,8362 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,73 Mbps,9355 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,239 Mbps,30617 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1088 Mbps,139264 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,36 ms,550 Mbps,70451 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,20 ms,573 Mbps,73420 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,33 ms,686 Mbps,87859 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,131 ms,363 Mbps,46489 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,63 ms,26 Mbps,3400 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,21 ms,1056 Mbps,135168 kB/s
144.24.37.146,443,104.28.205.110,US,Los Angeles,隧道,69 ms,51 Mbps,6604 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,30 ms,49 Mbps,6318 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,24 ms,904 Mbps,115712 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,51 ms,556 Mbps,71270 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,17 Mbps,2234 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,85 ms,47 Mbps,6046 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,51 ms,58 Mbps,7537 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,98 ms,350 Mbps,44851 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,124 Mbps,15974 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,47 ms,560 Mbps,71680 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,66 ms,7 Mbps,953 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,85 ms,147 Mbps,18841 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,145 ms,67 Mbps,8666 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,163 Mbps,20889 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,2 Mbps,353 kB/s
64.110.98.49,443,104.28.206.113,JP,Osaka,隧道,155 ms,35 Mbps,4532 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,131 Mbps,16793 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,165 ms,116 Mbps,14950 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,77 ms,369 Mbps,47308 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,127 Mbps,16281 kB/s
141.147.184.160,443,141.147.184.160,JP,Osaka,中转,266 ms,103 Mbps,13209 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,146 ms,41 Mbps,5372 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,145 Mbps,18636 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,168 ms,43 Mbps,5629 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,137 ms,43 Mbps,5589 kB/s
