中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,663 Mbps,84889 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,1728 Mbps,221184 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,12 ms,675 Mbps,86425 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,1 ms,1192 Mbps,152576 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,34 ms,1648 Mbps,210944 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,32 ms,856 Mbps,109568 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,5 ms,0 Mbps,39 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,67 ms,372 Mbps,47616 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,34 ms,968 Mbps,123904 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,42 ms,984 Mbps,125952 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,42 ms,356 Mbps,45568 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,41 ms,73 Mbps,9361 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,72 ms,423 Mbps,54169 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,8 ms,816 Mbps,104448 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,74 ms,320 Mbps,40960 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,90 ms,48 Mbps,6161 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,117 ms,787 Mbps,100761 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,92 ms,27 Mbps,3552 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,20 ms,49 Mbps,6304 kB/s
8.219.213.227,443,47.245.84.175,SG,Singapore,隧道,167 ms,86 Mbps,11059 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,211 Mbps,27033 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,156 ms,160 Mbps,20582 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,175 ms,103 Mbps,13209 kB/s
8.222.68.129,443,8.216.92.214,JP,Tokyo,隧道,119 ms,46 Mbps,6015 kB/s
141.148.237.106,443,2606:f240:f00:83a7:0:4ed9:8309:85d6,US,Frankfurt,隧道,159 ms,106 Mbps,13619 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,81 ms,208 Mbps,26624 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,170 ms,132 Mbps,16998 kB/s
8.219.131.250,443,47.245.125.52,SG,Singapore,隧道,168 ms,82 Mbps,10547 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,171 ms,128 Mbps,16384 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,177 ms,39 Mbps,5078 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,75 ms,49 Mbps,6327 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,162 ms,132 Mbps,16896 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,129 Mbps,16588 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,128 Mbps,16384 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,193 ms,46 Mbps,5900 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,135 ms,45 Mbps,5796 kB/s
8.219.153.88,443,47.245.84.175,SG,Singapore,隧道,173 ms,64 Mbps,8303 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,136 ms,34 Mbps,4361 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,182 ms,40 Mbps,5157 kB/s
8.219.115.160,443,47.245.84.175,SG,Singapore,隧道,189 ms,46 Mbps,5893 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,206 ms,3 Mbps,391 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,195 ms,39 Mbps,5078 kB/s
141.147.13.17,443,2a0b:21c0:1007:1c7:0:b28a:1271:5589,DE,Frankfurt,隧道,186 ms,96 Mbps,12390 kB/s
141.147.99.216,443,2a0b:21c0:1007:c8:0:8503:ed02:923f,DE,Frankfurt,隧道,192 ms,104 Mbps,13414 kB/s
8.219.252.196,443,47.245.84.175,SG,Singapore,隧道,194 ms,45 Mbps,5863 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,221 ms,38 Mbps,4909 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,185 ms,41 Mbps,5348 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,161 ms,37 Mbps,4805 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,186 ms,43 Mbps,5536 kB/s
8.222.69.185,443,8.216.92.214,JP,Tokyo,隧道,142 ms,1 Mbps,230 kB/s
8.219.135.129,443,47.245.84.175,SG,Singapore,隧道,205 ms,40 Mbps,5209 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,180 ms,41 Mbps,5257 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,216 ms,42 Mbps,5406 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,155 ms,144 Mbps,18534 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,133 ms,127 Mbps,16281 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,169 ms,99 Mbps,12697 kB/s
141.147.187.233,443,141.147.187.233,JP,Tokyo,中转,157 ms,100 Mbps,12902 kB/s
149.129.8.215,443,47.88.8.186,3 Mbps,392 kB/s
144.22.252.124,443,144.22.252.124,BR,S
