中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,2200 Mbps,281600 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,6 ms,712 Mbps,91136 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,80 ms,421 Mbps,53964 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,25 ms,968 Mbps,123904 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,23 ms,976 Mbps,124928 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,5 ms,390 Mbps,49971 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,43 ms,644 Mbps,82534 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,4 ms,864 Mbps,110592 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,71 ms,391 Mbps,50073 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,668 Mbps,85606 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,20 ms,421 Mbps,53964 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,72 ms,348 Mbps,44646 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,35 ms,584 Mbps,74854 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,143 ms,15 Mbps,1946 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,31 ms,952 Mbps,121856 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,99 ms,46 Mbps,5943 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,332 Mbps,42496 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,213 Mbps,27340 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,86 ms,50 Mbps,6518 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,18 ms,880 Mbps,112640 kB/s
158.101.208.175,443,2a0b:21c0:100a:1f9:0:1a3d:3a62:c2a9,DE,Frankfurt,隧道,157 ms,114 Mbps,14643 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,150 Mbps,19251 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,90 ms,2 Mbps,352 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,136 ms,120 Mbps,15360 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,39 ms,450 Mbps,57651 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,172 ms,208 Mbps,26624 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,144 ms,70 Mbps,9072 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,184 ms,124 Mbps,15974 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,22 ms,1488 Mbps,190464 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,109 Mbps,14028 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,80 ms,41 Mbps,5351 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,81 ms,40 Mbps,5164 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,194 ms,83 Mbps,10649 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,169 ms,47 Mbps,6037 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,186 ms,116 Mbps,14848 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,204 ms,3 Mbps,449 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,151 ms,13 Mbps,1775 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,86 ms,48 Mbps,6188 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,144 ms,144 Mbps,18534 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,170 ms,44 Mbps,5659 kB/s
130.162.144.191,443,2a09:bac5:4752:1482::20b:97,KR,Seoul,隧道,148 ms,41 Mbps,5357 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,235 ms,108 Mbps,13824 kB/s
138.2.168.164,443,163.123.193.4,DE,Frankfurt,隧道,174 ms,1 Mbps,178 kB/s
138.2.176.198,443,2a0b:21c0:100a:1b3:0:ee35:dfc7:bc8a,DE,Frankfurt,隧道,189 ms,63 Mbps,8088 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,117 Mbps,15052 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,85 ms,32 Mbps,4221 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,140 ms,42 Mbps,5458 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,43 Mbps,5591 kB/s
152.70.52.238,443,2a0b:21c0:100a:1b4:0:f5cd:6b74:460a,DE,Frankfurt,隧道,173 ms,103 Mbps,13209 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,133 ms,131 Mbps,16793 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,29 Mbps,3797 kB/s
158.101.201.213,443,2a0b:21c0:1007:1c7:0:e948:9d70:1d11,DE,Frankfurt,隧道,169 ms,100 Mbps,12800 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,159 ms,41 Mbps,5251 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,192 ms,38 Mbps,4943 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,180 ms,35 Mbps,4577 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,180 ms,97 Mbps,12492 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,157 ms,152 Mbps,19558 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,166 ms,150 Mbps,19251 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,186 ms,112 Mbps,14438 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,206 ms,115 Mbps,14745 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,165 ms,44 Mbps,5651 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,181 ms,98 Mbps,12595 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,São Paulo,隧道,206 ms,87 Mbps,11161 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,213 ms,117 Mbps,15052 kB/s
8.210.69.31,443,8.210.69.31,HK,Hong Kong,中转,246 ms,10 Mbps,1362 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,205 ms,37 Mbps,4747 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,98 ms,30 Mbps,3863 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,187 ms,35 Mbps,4592 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,185 ms,77 Mbps,9932 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,201 ms,88 Mbps,11264 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,157 ms,135 Mbps,17305 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,182 ms,21 Mbps,2805 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,145 ms,111 Mbps,14233 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,172 ms,32 Mbps,4145 kB/s
8.218.135.92,443,8.218.135.92,HK,Hong Kong,中转,235 ms,7 Mbps,988 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,189 ms,36 Mbps,4730 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,158 ms,131 Mbps,16793 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,182 ms,141 Mbps,18124 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,201 ms,86 Mbps,11059 kB/s
8.212.48.236,443,47.76.21.93,HK,Hong Kong,隧道,299 ms,63 Mbps,8162 kB/s
47.57.245.232,443,47.88.7.145,US,San Jose,隧道,273 ms,0 Mbps,94 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,220 ms,88 Mbps,11264 kB/s
8.222.217.141,443,47.245.114.12,SG,Singapore,隧道,198 ms,6 Mbps,841 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,50 ms,158 Mbps,20275 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,37 ms,78 Mbps,10035 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,16 ms,2 Mbps,366 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,35 ms,76 Mbps,9759 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,118 ms,42 Mbps,5441 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,217 ms,100 Mbps,12800 kB/s
193.123.230.248,443,2603:c022:8019:7dcc:e550:2436:935c:766,KR,Seoul,隧道,159 ms,80 Mbps,10240 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,207 ms,49 Mbps,6374 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,151 ms,41 Mbps,5325 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,237 ms,121 Mbps,15564 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,258 ms,32 Mbps,4122 kB/s
158.101.204.8,443,2a0b:21c0:1007:c9:0:aa72:ea67:88d,DE,Frankfurt,隧道,215 ms,102 Mbps,13107 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,173 ms,34 Mbps,4454 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,38 Mbps,4947 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,187 ms,99 Mbps,12697 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,178 ms,38 Mbps,4928 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,191 ms,37 Mbps,4801 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,193 ms,35 Mbps,4482 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,294 ms,36 Mbps,4652 kB/s
8.222.191.138,443,8.222.213.200,SG,Singapore,隧道,193 ms,17 Mbps,2214 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,178 ms,46 Mbps,5995 kB/s
8.218.183.231,443,8.218.183.231,HK,Hong Kong,中转,245 ms,7 Mbps,975 kB/s
8.212.44.95,443,47.76.21.93,HK,Hong Kong,隧道,260 ms,6 Mbps,794 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,245 ms,0 Mbps,38 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,19 ms,0 Mbps,15 kB/s
47.57.14.118,443,47.88.1.156,US,San Jose,隧道,250 ms,0 Mbps,35 kB/s
8.219.186.60,443,47.84.40.188,SG,Singapore,隧道,183 ms,83 Mbps,10649 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,64 ms,28 Mbps,3686 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1084 ms,284 Mbps,36454 kB/s
