中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,61 Mbps,7884 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,521 Mbps,66764 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,28 ms,647 Mbps,82841 kB/s
35.230.79.26,443,35.212.209.68,US,Seattle,隧道,50 ms,544 Mbps,69632 kB/s
35.197.23.75,443,35.212.209.68,US,Seattle,隧道,48 ms,412 Mbps,52838 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,23 ms,793 Mbps,101580 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,643 Mbps,82329 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,25 ms,36 Mbps,4665 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,49 ms,364 Mbps,46592 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,58 ms,343 Mbps,43929 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,57 ms,373 Mbps,47820 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,139 Mbps,17817 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,134 ms,155 Mbps,19865 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,188 Mbps,24166 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,118 ms,40 Mbps,5173 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,121 ms,47 Mbps,6125 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,519 Mbps,66457 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,128 ms,163 Mbps,20889 kB/s
132.226.134.15,443,2a0b:21c0:1007:c7:0:99fa:971d:52e1,DE,Frankfurt,隧道,127 ms,190 Mbps,24371 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,44 Mbps,5694 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,181 Mbps,23244 kB/s
158.101.201.244,443,2a0b:21c0:1007:1c8:0:6934:7816:ab1e,DE,Frankfurt,隧道,133 ms,192 Mbps,24576 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,153 ms,175 Mbps,22425 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,139 ms,47 Mbps,6124 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,124 ms,45 Mbps,5788 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,36 Mbps,4665 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,150 ms,44 Mbps,5757 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,32 Mbps,4153 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,198 ms,2 Mbps,370 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,166 ms,108 Mbps,13926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,36 Mbps,4680 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,169 ms,89 Mbps,11468 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,144 ms,3 Mbps,492 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,199 ms,33 Mbps,4258 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,203 ms,45 Mbps,5776 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,48 Mbps,6259 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,236 ms,74 Mbps,9548 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,201 ms,4 Mbps,513 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,237 ms,30 Mbps,3912 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,172 ms,3 Mbps,417 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,234 ms,0 Mbps,39 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,187 ms,0 Mbps,60 kB/s
