中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
132.226.31.178,443,2a09:bac5:60ef:1173::1bd:99,US,Los Angeles,隧道,17 ms,57 Mbps,7315 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,17 ms,47 Mbps,6085 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,45 ms,984 Mbps,125952 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,56 ms,372 Mbps,47616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,31 ms,1032 Mbps,132096 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,25 ms,1128 Mbps,144384 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,38 ms,65 Mbps,8379 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,20 ms,388 Mbps,49766 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,22 ms,664 Mbps,85094 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,37 ms,546 Mbps,69939 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,511 Mbps,65433 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,360 Mbps,46080 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,38 ms,542 Mbps,69427 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,305 Mbps,39116 kB/s
129.159.32.14,443,129.159.32.14,US,San Jose,中转,92 ms,832 Mbps,106496 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,138 ms,114 Mbps,14643 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,55 ms,44 Mbps,5655 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,134 ms,45 Mbps,5837 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,372 Mbps,47616 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,179 Mbps,22937 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,61 ms,425 Mbps,54476 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,65 ms,46 Mbps,5896 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,140 ms,38 Mbps,4939 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,57 ms,220 Mbps,28262 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,146 ms,92 Mbps,11776 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,56 ms,362 Mbps,46387 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,115 Mbps,14745 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,89 ms,6 Mbps,780 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:70,US,San Jose,隧道,49 ms,208 Mbps,26624 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,108 ms,1152 Mbps,147456 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,140 ms,36 Mbps,4638 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,142 ms,140 Mbps,18022 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,155 ms,14 Mbps,1837 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,154 ms,47 Mbps,6114 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,158 ms,128 Mbps,16486 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,131 Mbps,16793 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,235 ms,124 Mbps,15872 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,101 ms,46 Mbps,5946 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,134 ms,127 Mbps,16281 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,179 ms,97 Mbps,12492 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,133 ms,46 Mbps,5993 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,172 ms,94 Mbps,12083 kB/s
152.67.153.152,443,2a0b:21c0:100a:1b5:0:ee28:3284:a41a,DE,Frankfurt,隧道,172 ms,115 Mbps,14745 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,134 ms,128 Mbps,16486 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,151 ms,25 Mbps,3309 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,171 ms,45 Mbps,5806 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,133 ms,46 Mbps,5952 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,169 ms,43 Mbps,5622 kB/s
