中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,13 ms,880 Mbps,112640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,366 Mbps,46899 kB/s
129.146.7.98,443,2a09:bac5:60ee:183c::26a:6a,US,Los Angeles,隧道,74 ms,63 Mbps,8185 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,7 ms,10 Mbps,1393 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,78 ms,327 Mbps,41881 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,11 ms,71 Mbps,9150 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,64 ms,330 Mbps,42291 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,239 Mbps,30617 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,225 Mbps,28876 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,240 Mbps,30720 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,92 ms,333 Mbps,42700 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,46 ms,576 Mbps,73728 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,247 Mbps,31641 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,102 Mbps,13107 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,44 Mbps,5724 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,665 Mbps,85196 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,46 Mbps,5979 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,217 Mbps,27852 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,241 Mbps,30924 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,86 ms,347 Mbps,44441 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,368 Mbps,47206 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,275 Mbps,35225 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,73 ms,312 Mbps,39936 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,144 Mbps,18534 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,115 ms,44 Mbps,5663 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,63 ms,49 Mbps,6340 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,45 Mbps,5787 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,76 ms,292 Mbps,37376 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,98 ms,43 Mbps,5631 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,81 ms,350 Mbps,44851 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,82 ms,17 Mbps,2215 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,44 Mbps,5736 kB/s
144.21.35.132,443,2a0b:21c0:100a:1b4:0:832a:1d44:1a60,DE,Frankfurt,隧道,97 ms,128 Mbps,16486 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,49 Mbps,6359 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,132 ms,170 Mbps,21811 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,99 ms,288 Mbps,36966 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,120 Mbps,15462 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,103 ms,28 Mbps,3615 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,99 ms,99 Mbps,12697 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,92 ms,43 Mbps,5578 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,216 ms,105 Mbps,13516 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,232 ms,28 Mbps,3618 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,250 ms,2 Mbps,287 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,202 ms,27 Mbps,3498 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,209 ms,65 Mbps,8373 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,223 ms,92 Mbps,11776 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,251 ms,55 Mbps,7046 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,250 ms,35 Mbps,4503 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,217 ms,71 Mbps,9161 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,224 ms,20 Mbps,2638 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,253 ms,0 Mbps,47 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,234 ms,30 Mbps,3889 kB/s
146.56.188.34,443,2607:a400:a:6c:0:c000:4ebf:afc1,US,Portland,隧道,217 ms,78 Mbps,10035 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,24 Mbps,3137 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,239 ms,36 Mbps,4725 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,228 ms,34 Mbps,4371 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,225 ms,2 Mbps,312 kB/s
152.70.71.23,443,152.70.71.23,IN,Singapore,中转,231 ms,33 Mbps,4300 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,228 ms,71 Mbps,9116 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,271 ms,38 Mbps,4903 kB/s
130.162.144.191,443,2a09:bac5:4731:1a14::299:1a,KR,Seoul,隧道,225 ms,32 Mbps,4190 kB/s
129.151.148.35,443,129.151.148.35,AE,Hong Kong,中转,214 ms,30 Mbps,3881 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,196 ms,21 Mbps,2772 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,226 ms,30 Mbps,3856 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,239 ms,50 Mbps,6503 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,223 ms,10 Mbps,1346 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,285 ms,0 Mbps,18 kB/s
