中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,269 Mbps,34508 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,602 Mbps,77107 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,262 Mbps,33587 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,472 Mbps,60518 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,228 Mbps,29184 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,284 Mbps,36352 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,249 Mbps,31948 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,40 Mbps,5161 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,212 Mbps,27238 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,62 ms,432 Mbps,55398 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,285 Mbps,36556 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,5 Mbps,671 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,268 Mbps,34304 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,224 Mbps,28774 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,324 Mbps,41472 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,84 ms,118 Mbps,15155 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,85 ms,225 Mbps,28876 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,70 ms,0 Mbps,111 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,48 Mbps,6237 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,27 ms,80 Mbps,10240 kB/s
138.3.254.39,443,138.3.254.39,230 Mbps,29491 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,87 ms,236 Mbps,30310 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,73 ms,213 Mbps,27340 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,89 ms,3 Mbps,475 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,41 ms,359 Mbps,45977 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,107 ms,48 Mbps,6257 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,41 Mbps,5303 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,109 ms,136 Mbps,17408 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,86 ms,289 Mbps,37068 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,249 Mbps,31948 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,71 ms,114 Mbps,14643 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,79 ms,311 Mbps,39833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,233 Mbps,29900 kB/s
140.238.82.21,443,2a0b:21c0:100a:1b4:0:5:1272:a169,DE,Frankfurt,隧道,96 ms,119 Mbps,15257 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,73 ms,260 Mbps,33382 kB/s
141.147.41.178,443,2a0b:21c0:1007:c7:0:38ee:57c8:17f7,DE,Frankfurt,隧道,93 ms,156 Mbps,20070 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,1 Mbps,173 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,82 ms,41 Mbps,5297 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,94 Mbps,12083 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,63 Mbps,8159 kB/s
144.21.38.56,443,2a0b:21c0:1007:1c8:0:3272:7456:598e,DE,Frankfurt,隧道,163 ms,176 Mbps,22528 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,87 ms,108 Mbps,13926 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,194 ms,73 Mbps,9398 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,81 ms,52 Mbps,6707 kB/s
141.147.88.252,443,2a0b:21c0:100a:1b5:0:e1ea:b72c:39d5,DE,Frankfurt,隧道,95 ms,122 Mbps,15667 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,87 ms,96 Mbps,12288 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,116 ms,144 Mbps,18432 kB/s
47.89.182.61,443,47.251.149.52,US,San Jose,隧道,92 ms,3 Mbps,415 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,96 ms,46 Mbps,5891 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,248 ms,21 Mbps,2723 kB/s
152.70.88.98,443,2a09:bac5:4754:1482::20b:3f,KR,Seoul,隧道,194 ms,32 Mbps,4213 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,190 ms,33 Mbps,4255 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,92 ms,204 Mbps,26112 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,186 ms,51 Mbps,6621 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,282 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,366 ms,64 Mbps,8200 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,117 ms,45 Mbps,5784 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,357 ms,20 Mbps,2589 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,186 ms,72 Mbps,9334 kB/s
141.147.161.162,443,2602:ffe4:407:20da:0:31c0:f63a:e768,SG,Singapore,隧道,235 ms,50 Mbps,6439 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,326 ms,76 Mbps,9796 kB/s
158.178.238.239,443,104.28.222.46,SG,Singapore,隧道,225 ms,26 Mbps,3411 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,204 ms,0 Mbps,36 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,186 ms,79 Mbps,10137 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,261 ms,66 Mbps,8468 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,193 ms,78 Mbps,10035 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,327 ms,36 Mbps,4667 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,223 ms,35 Mbps,4500 kB/s
155.248.184.2,443,155.248.184.2,JP,Tokyo,中转,217 ms,35 Mbps,4574 kB/s
138.2.84.189,443,104.28.222.47,SG,Singapore,隧道,368 ms,61 Mbps,7913 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,253 ms,72 Mbps,9312 kB/s
8.216.88.20,443,47.251.149.53,US,San Jose,隧道,173 ms,2 Mbps,277 kB/s
140.238.23.148,443,2a09:bac1:3f20:90::299:40,KR,Seoul,隧道,193 ms,6 Mbps,805 kB/s
47.254.157.208,443,47.251.149.51,US,San Jose,隧道,89 ms,2 Mbps,321 kB/s
8.208.115.133,443,47.251.149.53,US,San Jose,隧道,84 ms,2 Mbps,321 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,311 ms,50 Mbps,6469 kB/s
8.213.134.177,443,47.251.149.50,US,San Jose,隧道,192 ms,2 Mbps,368 kB/s
8.211.197.133,443,47.251.149.54,US,San Jose,隧道,82 ms,2 Mbps,305 kB/s
8.217.179.196,443,185.126.80.14,SG,Singapore,隧道,205 ms,0 Mbps,8 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,188 ms,39 Mbps,5113 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,51 ms,324 Mbps,41472 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,65 ms,26 Mbps,3417 kB/s
138.2.154.61,443,2a0b:21c0:1007:1cb:0:75a:c841:6304,DE,Frankfurt,隧道,169 ms,167 Mbps,21401 kB/s
141.147.106.208,443,23.236.112.222,AE,Frankfurt,隧道,97 ms,119 Mbps,15257 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,173 ms,45 Mbps,5761 kB/s
47.57.245.232,443,47.88.7.145,US,San Jose,隧道,206 ms,2 Mbps,351 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,277 ms,50 Mbps,6511 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,190 ms,24 Mbps,3182 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,185 ms,15 Mbps,1922 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,214 ms,38 Mbps,4896 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,207 ms,8 Mbps,1112 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,206 ms,0 Mbps,32 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,228 ms,56 Mbps,7223 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,253 ms,54 Mbps,7024 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,224 ms,22 Mbps,2927 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,218 ms,3 Mbps,416 kB/s
