中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,47 ms,16 Mbps,2117 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,11 ms,454 Mbps,58163 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,576 Mbps,73728 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,188 Mbps,24064 kB/s
129.146.46.164,443,129.146.46.164,281 Mbps,36044 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,22 ms,791 Mbps,101273 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,896 Mbps,114688 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,71 ms,460 Mbps,58880 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,66 Mbps,8551 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,67 ms,359 Mbps,45977 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,548 Mbps,70144 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,51 ms,379 Mbps,48537 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,55 Mbps,7165 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,84 Mbps,10752 kB/s
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,68 ms,460 Mbps,58880 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,417 Mbps,53452 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,63 ms,445 Mbps,57036 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,288 Mbps,36966 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,46 Mbps,5951 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,51 ms,386 Mbps,49459 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,123 ms,249 Mbps,31948 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,26 ms,8 Mbps,1141 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,2 Mbps,382 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,52 ms,453 Mbps,58060 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,60 ms,47 Mbps,6123 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,11 Mbps,1488 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,11 Mbps,1488 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,244 Mbps,31334 kB/s
158.101.202.140,443,2a0b:21c0:100a:1b5:0:eeef:f1e0:9122,DE,Frankfurt,隧道,118 ms,119 Mbps,15257 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,148 Mbps,18944 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,120 ms,48 Mbps,6210 kB/s
130.61.23.77,443,130.61.23.77,93 Mbps,11980 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,127 ms,96 Mbps,12390 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,113 ms,212 Mbps,27136 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b5:0:ff8a:617f:2148,DE,Frankfurt,隧道,125 ms,200 Mbps,25600 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,126 ms,23 Mbps,3056 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,134 ms,47 Mbps,6021 kB/s
168.138.149.17,443,168.138.149.17,BR,S
