中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,617 Mbps,79052 kB/s
104.131.1.43,443,2604:a880:800:10::ddf:b001,US,Newark,隧道,16 ms,1320 Mbps,168960 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,3 ms,394 Mbps,50483 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,269 Mbps,34508 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,58 ms,848 Mbps,108544 kB/s
138.197.104.86,443,138.197.104.86,US,Newark,中转,54 ms,1552 Mbps,198656 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,71 ms,340 Mbps,43622 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,85 ms,33 Mbps,4272 kB/s
167.172.152.157,443,167.172.152.157,US,Newark,中转,140 ms,1528 Mbps,195584 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,89 ms,123 Mbps,15769 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,71 ms,292 Mbps,37376 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,296 Mbps,37990 kB/s
34.82.76.253,443,34.145.7.247,US,Seattle,隧道,67 ms,299 Mbps,38297 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,69 ms,43 Mbps,5553 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,72 Mbps,9277 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,561 Mbps,71884 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,65 ms,364 Mbps,46694 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,139 ms,265 Mbps,33996 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,326 Mbps,41779 kB/s
