中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,636 Mbps,81510 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:47,US,Los Angeles,隧道,59 ms,58 Mbps,7449 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,58 ms,44 Mbps,5724 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,235 Mbps,30105 kB/s
143.47.242.142,443,2606:f240:f00:eaf1:0:7371:3452:3d5c,US,Frankfurt,隧道,96 ms,109 Mbps,14028 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,258 Mbps,33075 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,145 ms,78 Mbps,10035 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,91 ms,203 Mbps,26009 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,236 Mbps,30208 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,27 ms,60 Mbps,7800 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,415 Mbps,53145 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,53 ms,588 Mbps,75366 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,72 ms,116 Mbps,14848 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,129 ms,158 Mbps,20275 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,162 ms,28 Mbps,3639 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,85 ms,72 Mbps,9283 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,68 ms,320 Mbps,40960 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,69 ms,301 Mbps,38604 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,269 Mbps,34508 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,82 ms,48 Mbps,6263 kB/s
138.2.152.75,443,2a0b:21c0:1007:1cb:0:296:6b4d:f242,DE,Frankfurt,隧道,107 ms,210 Mbps,26931 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,143 ms,268 Mbps,34304 kB/s
193.123.61.249,443,2a0b:21c0:1007:1c9:0:f498:2adf:4bf2,DE,Frankfurt,隧道,91 ms,202 Mbps,25907 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,268 Mbps,34406 kB/s
130.61.23.77,443,130.61.23.77,205 Mbps,26316 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,251 Mbps,32153 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,48 Mbps,6222 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,234 Mbps,30003 kB/s
144.22.252.124,443,144.22.252.124,BR,S
