中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,856 Mbps,109568 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,252 Mbps,32358 kB/s
150.136.241.40,443,150.136.241.40,,colo.txt:Ashburn,中转,0 ms,759 Mbps,97177 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,12 ms,792 Mbps,101376 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,20 ms,24 Mbps,3102 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,397 Mbps,50892 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,294 Mbps,37683 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,57 ms,187 Mbps,23961 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,41 ms,401 Mbps,51404 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,54 ms,46 Mbps,5896 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,292 Mbps,37376 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,55 ms,406 Mbps,52019 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,436 Mbps,55910 kB/s
193.122.197.111,443,193.122.197.111,,colo.txt:Ashburn,中转,0 ms,362 Mbps,46387 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,55 ms,393 Mbps,50380 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,383 Mbps,49049 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,63 ms,399 Mbps,51097 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,190 Mbps,24371 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,102 Mbps,13107 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,42 Mbps,5471 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,116 ms,0 Mbps,3 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,54 ms,419 Mbps,53657 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,107 ms,42 Mbps,5417 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,106 ms,167 Mbps,21401 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,91 Mbps,11673 kB/s
